agilesi_ce,agileSI Light,https://splunkbase.splunk.com/app/1197/,-
57512434-1dba-11e4-baca-066e6ccaed0d,Splunk App for DMV,https://splunkbase.splunk.com/app/1839/,-
40120b44-eead-11e3-927b-0a7689e5c03e,TA-browscap_express - HTTP User Agent lookup with browscap,https://splunkbase.splunk.com/app/1795/,-
7f00cd5e-d0b1-11e4-ade8-06264109cf64,Norske-Analytics,https://splunkbase.splunk.com/app/2677/,-
c2ca48de-c68e-11e5-8059-0257c05b5c19,socrata,https://splunkbase.splunk.com/app/3036/,-
543354f8-c91b-11e5-9bf0-0213fa10e2b7,Jive Simple Stream Alerts,https://splunkbase.splunk.com/app/3042/,-
90aa1bb6-eab7-11e5-b50e-0a65a3d55295,Singapore Transport Tiwtter Monitoring App,https://splunkbase.splunk.com/app/3090/,-
830218d4-5d16-11e6-8db1-02077c21c19f,Google Timeline Viewer,https://splunkbase.splunk.com/app/3257/,-
946053ba-947a-11e7-aebb-0ad86382b24e,OpsManager for Linux,https://splunkbase.splunk.com/app/3702/,-
50304966-9cb8-11e7-a36e-02e4f408b860,Splunk ITSI Module for Puppet Enterprise,https://splunkbase.splunk.com/app/3716/,-
17926fbe-09bd-11e7-b997-06b418817163,NetMotion Mobile Deployment,https://splunkbase.splunk.com/app/3523/,-
bb9d8faa-0fce-11e7-99a9-02f69d97cc87,Application Audit Dashboard,https://splunkbase.splunk.com/app/3527/,-
ec489a64-3675-11e7-a93c-0adcf4f224ab,Fuzzy-Guacamole,https://splunkbase.splunk.com/app/3583/,-
44d9e9fc-5ad9-11e8-9245-02ce97626b76,CobaltSplunk,https://splunkbase.splunk.com/app/4020/,-
41b84c74-5f24-11e8-8a48-06407865ebb2,Cleafy App for Splunk,https://splunkbase.splunk.com/app/4034/,-
223e5956-33b3-11e9-bb87-0a3678d97ad6,DarkSky - Dark Sky Photography with Splunk,https://splunkbase.splunk.com/app/4397/,-
6a0d7010-9456-11e9-bffb-0aceb036ce4a,BTHomeHub5,https://splunkbase.splunk.com/app/4562/,-
59f2cefe-8c13-11e5-9700-02aca93e6027,quandl,https://splunkbase.splunk.com/app/2953/,-
a4ae381e-2f3c-11e9-903e-06397231f0be,JVMJAM,https://splunkbase.splunk.com/app/4387/,-
22988cf2-8c02-11e5-b35b-02aca93e6027,SA-NetOps,https://splunkbase.splunk.com/app/2952/,-
rqst,rqst,https://splunkbase.splunk.com/app/4433/,1.0.3#7.3|7.2|;1.0.2#7.2|
c4cc29c6-2961-11e8-9f41-0aec6668c4aa,Bugsnag data forwarder for Splunk,https://splunkbase.splunk.com/app/3907/,-
8f11e70e-de51-11e7-a621-0a25cbc278b8,Airlock App for Splunk,https://splunkbase.splunk.com/app/3818/,-
884bd2c4-9634-11e6-94bc-0a14ce84f5d1,Insight Engines - Insight Investigator for Splunk,https://splunkbase.splunk.com/app/3361/,-
7d0febd4-bb19-11e6-bc74-02bb73e2f885,TrapX DeceptionGrid App For Splunk,https://splunkbase.splunk.com/app/3402/,-
87bfaac0-b49d-11e5-8175-0641dac22587,Smart Mainframe Monitoring With SF-Sherlock,https://splunkbase.splunk.com/app/3001/,-
70e74fbe-d1a3-45e6-9b26-7ea0be0527fd,Mobile Analytics for Android,https://splunkbase.splunk.com/app/1441/,-
ab568ed3-69e4-4bc6-bd72-b67f89898783,FlowTraq for Splunk,https://splunkbase.splunk.com/app/1764/,-
d47446b2-d598-11e9-ba48-06ed470182c4,Symantec DeepSight Add-on for Splunk,https://splunkbase.splunk.com/app/4686/,-
1f6fe522-a8a3-11e9-a3fc-02f9196f2d00,Impinj IoT Connector,https://splunkbase.splunk.com/app/4604/,-
e15deeb0-af1d-11e9-b60e-028540862894,Insight Engines - Insight Analyzer for Splunk,https://splunkbase.splunk.com/app/4618/,-
9fe60242-d597-11e9-ba48-06ed470182c4,Symantec DeepSight App for Splunk,https://splunkbase.splunk.com/app/4685/,-
38988ef6-44e8-11e9-8d5e-0288fc245baa,Symantec SOCView ICDx App for Splunk,https://splunkbase.splunk.com/app/4428/,-
6b7156c9-7c23-4cc7-8a0a-aadae2b5a969,JVM Instrumentation Agent,https://splunkbase.splunk.com/app/1716/,-
1cb93c0e-7282-11e9-bc4e-029b055ba462,IBM Z Operations Analytics,https://splunkbase.splunk.com/app/4498/,-
5de61c8a-8064-11e8-a780-0ad961c164be,ProtectWise API Input,https://splunkbase.splunk.com/app/4076/,-
BlueCoatWAF,Symantec WAF App For Splunk,https://splunkbase.splunk.com/app/3426/,1.0#|
endace,Endace Fusion Connector,https://splunkbase.splunk.com/app/1592/,1.0#|
17e984c8-e43d-11e8-ab5d-0621104e7070,IBM Z Decision Support,https://splunkbase.splunk.com/app/4290/,-
103da1c2-3222-11e9-ac32-02f96b2713f0,REST endpoint for Load Balancer Status,https://splunkbase.splunk.com/app/4395/,-
b5188e34-d414-11e4-827a-06802c9e3eef,Tripwire IP360 App for Splunk Enterprise,https://splunkbase.splunk.com/app/2682/,-
90cc18b4-d03c-11e5-83c1-0a230c76a56d,Tripwire IP360 Add-on for Splunk,https://splunkbase.splunk.com/app/3052/,-
596fe132-d030-11e9-ad2b-0ad236abcb50,Extreme Vigilance,https://splunkbase.splunk.com/app/4674/,-
3bfaee9e-e863-11e4-afd3-02ca5bf692fe,NetMotion Mobile IQ App for Splunk,https://splunkbase.splunk.com/app/2712/,-
011c81c6-75b0-11e6-b2f7-0a021fb0c399,bluecue Review for Active Directory,https://splunkbase.splunk.com/app/3303/,-
3c757d22-6305-4e57-837f-f6054c3304a7,Tesla Vehicle Modular Input,https://splunkbase.splunk.com/app/1713/,-
5a0938b6-a12b-11e9-aee9-0615ec4e3df2,Automated Index Integrity Checker,https://splunkbase.splunk.com/app/4583/,-
be6faec8-8b4d-11e9-937f-062dcfb856c2,Avanseus Predictive Maintenance,https://splunkbase.splunk.com/app/4541/,-
b7aaf496-efe4-11e6-bd2e-0a14ce84f5d1,Gemini Enterprise Manager Health,https://splunkbase.splunk.com/app/3480/,-
4d4272ba-c5f4-11e6-9fcb-0a14ce84f5d1,Compuware Abend-AID Analytics,https://splunkbase.splunk.com/app/3415/,-
efc124c0-1b59-11e9-94cb-0ab2b4a57284,OSweep (Link to GitHub Project),https://splunkbase.splunk.com/app/4361/,-
dvvy,dvvy,https://splunkbase.splunk.com/app/4432/,1.0.2#7.3|7.2|
337c07f0-1a28-4c01-98f2-e46cf694337f,Nevis,https://splunkbase.splunk.com/app/1351/,-
71459be6-ecf8-11e4-b05c-0a9daac7f4b2,Evident.io Technology Add On for Splunk  - Deprecated,https://splunkbase.splunk.com/app/2720/,-
bcc651c0-def5-11e9-8fb8-06641feda3da,JumpCloud,https://splunkbase.splunk.com/app/4699/,-
b2a585e2-a243-11e9-aecb-066c5bb3dd8a,SAP Process Orchestration App for Splunk,https://splunkbase.splunk.com/app/4587/,-
8e4c2b36-a39d-11e5-b084-02772c66463f,Aura AI - Continuous Asset Discovery for Splunk,https://splunkbase.splunk.com/app/2990/,-
5c4a497c-edca-11e8-a11e-022fbef3fa08,Add-On for Windows DNS Analytical Logging,https://splunkbase.splunk.com/app/4300/,-
b1b58a4d-80c8-4c67-a037-8057a294c5d1,R-Scope for Splunk,https://splunkbase.splunk.com/app/1722/,-
36a1a4a8-df01-11e4-96e8-02ca5bf692fe,Symantec Malware Analysis App For Splunk,https://splunkbase.splunk.com/app/2696/,-
7e40730e-c0af-11e9-9d1f-062cac357a42,Lookup file update command,https://splunkbase.splunk.com/app/4649/,-
BlueCoatWAF_TA,Symantec WAF Add-on For Splunk,https://splunkbase.splunk.com/app/3427/,1.0#|
308eee7e-1aed-11e8-9d8c-02e798ceb17e,GDPR Compliance Assistant,https://splunkbase.splunk.com/app/3889/,-
7453b5e2-dfec-11e5-b5cb-0282f776b7c9,Qmulos Enterprise Compliance (Q-Compliance),https://splunkbase.splunk.com/app/3079/,-
af516734-ecf9-11e4-8b5b-0a9daac7f4b2,Dome9 Technology Add On for Splunk - Deprecated,https://splunkbase.splunk.com/app/2721/,-
9a2808dc-cbec-11e9-a487-02944e11c28c,Symphony for SAP,https://splunkbase.splunk.com/app/4663/,-
f3460fd4-8ef2-11e6-9446-064a37f1a5b3,Postfix Add-on for Splunk,https://splunkbase.splunk.com/app/3347/,-
77fd4506-a049-11e5-8c88-02bee4e0e34d,SA-syslog_collection,https://splunkbase.splunk.com/app/2975/,-
ac6e61ac-5b0f-420b-a909-cf5b3c96abf1,Thirdlane FreeMetrics,https://splunkbase.splunk.com/app/1708/,-
ae275386-a04b-11e5-a33b-02fe4837ea61,SA-IdentityAssetExtraction,https://splunkbase.splunk.com/app/2976/,-
a182344e-def3-11e4-af2d-0ad9d8ba3507,Symantec Security Analytics App For Splunk,https://splunkbase.splunk.com/app/2695/,-
37525eba-ea2d-11e4-b294-06ed5f69ee2f,Qmulos Enterprise Audit App (Q-Audit),https://splunkbase.splunk.com/app/2715/,-
5ed2a14a-2b51-11e7-9889-0adcf4f224ab,Self Signed Web SSL and CSR Generator TA,https://splunkbase.splunk.com/app/3569/,-
27e289a8-b830-11e8-bd15-0687782f0cac,Conducive Archiver for Splunk Enterprise,https://splunkbase.splunk.com/app/4185/,-
27ca0054-b4c5-11e8-adc5-06a20a6df3f0,Rundeck Enterprise App for Splunk,https://splunkbase.splunk.com/app/4171/,-
ee85a65e-44e8-11e9-9a39-02c5c7c9c040,Symantec SOCView ICDx TA for Splunk,https://splunkbase.splunk.com/app/4429/,-
ee51b198-f7cb-11e7-b156-02321b67a9d4,Symantec Web Security Service (WSS) App for Splunk,https://splunkbase.splunk.com/app/3855/,-
3abd4daa-accd-11e9-b974-0275b05e952c,Guardium Splunk Integration,https://splunkbase.splunk.com/app/4613/,-
c4fd6e22-a12a-11e9-b665-0259764d9430,Windows Lateral Movement Detection,https://splunkbase.splunk.com/app/4581/,-
2a1d87ec-b91c-11e5-8134-020b822305a3,IBM Websphere MQ Modular Input for Splunk,https://splunkbase.splunk.com/app/3004/,-
c4d3942c-de57-11e7-841a-0245b762d9d2,Airlock App for Splunk Free Add On,https://splunkbase.splunk.com/app/3819/,-
6694d570-4f9f-11e7-98a0-06caacf1c708,IBM Z Common Data Provider,https://splunkbase.splunk.com/app/3615/,-
